member_id,regime,drive,concept,bin_index,drive_lower,drive_upper,rows,slope,ci95_lower,ci95_upper,validity_tag,bootstrap_unit,estimand,canonical_function,finite_difference_kind,integrated_hessian_proxy,perturbation_validity_tag
2864601_0.437,all,a_over_LT,log_f_Q,0,0.020469365641474724,1.3714519739151,333,0.6862872870528031,0.5346596460419126,0.8519738850003534,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,all,a_over_LT,log_f_Q,1,1.3714519739151,2.8915348052978516,333,0.8996821575608456,0.7233108996645774,1.0553683303050974,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,all,a_over_LT,log_f_Q,2,2.8915348052978516,10.397533416748047,334,0.8607057205053954,0.688313259357173,1.0420448199912327,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,all,a_over_LT,f_stab,0,0.020469365641474724,1.3714519739151,333,1.3145613793490112,0.9890700686693704,1.7306925804783193,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,all,a_over_LT,f_stab,1,1.3714519739151,2.8915348052978516,333,2.0245430670579534,1.6088718772362065,2.4111353005816407,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,all,a_over_LT,f_stab,2,2.8915348052978516,10.397533416748047,334,2.2397866523390313,1.700728697001262,2.726626770014275,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,all,a_over_LT,log_compression,0,0.020469365641474724,1.3714519739151,333,0.3309855808368145,0.2242712552960513,0.45138400777942816,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,all,a_over_LT,log_compression,1,1.3714519739151,2.8915348052978516,333,0.35291500778287466,0.2082607697032825,0.5005042877841258,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,all,a_over_LT,log_compression,2,2.8915348052978516,10.397533416748047,334,0.43373842257635126,0.2875897264846453,0.6022996208879513,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,all,a_over_LT,bad_curvature,0,0.020469365641474724,1.3714519739151,333,-0.8577743457208834,-2.5687263099435587,0.9306391054046915,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,all,a_over_LT,bad_curvature,1,1.3714519739151,2.8915348052978516,333,0.2609391555108703,-0.944261816955943,1.3268338889896658,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,all,a_over_LT,bad_curvature,2,2.8915348052978516,10.397533416748047,334,0.36439596847525546,-0.152398381062244,0.9034147484325568,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,all,a_over_LT,geodesic_curvature,0,0.020469365641474724,1.3714519739151,333,0.21993610967075725,-1.6562910189444897,1.9803274859151592,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,all,a_over_LT,geodesic_curvature,1,1.3714519739151,2.8915348052978516,333,3.7714015491441,1.7280593726973332,5.680993466813144,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,all,a_over_LT,geodesic_curvature,2,2.8915348052978516,10.397533416748047,334,3.5533375757487873,1.3451541622953278,5.654074478854348,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,all,a_over_LT,parallel_scale,0,0.020469365641474724,1.3714519739151,333,-0.07921506804216011,-0.4947494806027664,0.3607309103740859,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,all,a_over_LT,parallel_scale,1,1.3714519739151,2.8915348052978516,333,-0.13036172237384375,-0.514759823917707,0.19854479369500297,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,all,a_over_LT,parallel_scale,2,2.8915348052978516,10.397533416748047,334,0.26746991761802796,-0.047884117314291305,0.567738586667421,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,all,a_over_LT,cross_channel_colocation,0,0.020469365641474724,1.3714519739151,333,1.2704933221007926,0.7865142900340523,2.1004696320332443,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,all,a_over_LT,cross_channel_colocation,1,1.3714519739151,2.8915348052978516,333,0.9085967927035212,0.5460172890341297,1.995105932569173,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,all,a_over_LT,cross_channel_colocation,2,2.8915348052978516,10.397533416748047,334,0.28684372068325,0.1152466651318803,0.5583328581185504,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,all,a_over_LT,log_FSA_grad_x,0,0.020469365641474724,1.3714519739151,333,1.5641608632256578,1.0167051258135658,2.1219402972001773,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,all,a_over_LT,log_FSA_grad_x,1,1.3714519739151,2.8915348052978516,333,2.886508083318542,2.2702708475038285,3.4849971961958595,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,all,a_over_LT,log_FSA_grad_x,2,2.8915348052978516,10.397533416748047,334,3.196704681130927,2.2868496283236266,4.0575578748028756,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,all,a_over_Ln,log_f_Q,0,-0.45778006315231323,0.21342068910598755,333,0.7050024615186269,0.5100986877506742,0.9147735577512436,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,all,a_over_Ln,log_f_Q,1,0.21342068910598755,0.888144314289093,333,0.6627013720297948,0.4874807983404132,0.8238817038483112,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,all,a_over_Ln,log_f_Q,2,0.888144314289093,5.65452766418457,334,0.5971388557586,0.345077806033925,0.8161709230277773,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,all,a_over_Ln,f_stab,0,-0.45778006315231323,0.21342068910598755,333,1.4264014906042244,0.9543254152309348,2.0330493588912733,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,all,a_over_Ln,f_stab,1,0.21342068910598755,0.888144314289093,333,1.4353248999423236,0.8840610913491973,1.8962876464339804,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,all,a_over_Ln,f_stab,2,0.888144314289093,5.65452766418457,334,1.4975093225203313,0.8611414264237839,2.125922512357242,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,all,a_over_Ln,log_compression,0,-0.45778006315231323,0.21342068910598755,333,0.3683270905171021,0.23638003048861597,0.5227467513359706,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,all,a_over_Ln,log_compression,1,0.21342068910598755,0.888144314289093,333,0.2864053200351823,0.13489029159910715,0.4230524469183856,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,all,a_over_Ln,log_compression,2,0.888144314289093,5.65452766418457,334,0.27073958776652063,0.09464800731520336,0.4336245404653046,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
