member_id,decoder,stratum,r2_to_member_invariant_tilde_f,head_nonlinearity_residual_fraction,features,fold_group,target_rationale
2864601_0.437,linear,overall,0.8060587297594959,0.1939412702405041,invariant bottleneck + a_over_LT + a_over_Ln,equilibrium_files,isolates head nonlinearity; f differs from invariant_tilde_f by the S02 canonicalization residual
2864601_0.437,linear,stable_or_near_floor,-12.6057669221618,13.605766922161799,invariant bottleneck + a_over_LT + a_over_Ln,equilibrium_files,isolates head nonlinearity; f differs from invariant_tilde_f by the S02 canonicalization residual
2864601_0.437,linear,unstable,0.764005091454586,0.23599490854541402,invariant bottleneck + a_over_LT + a_over_Ln,equilibrium_files,isolates head nonlinearity; f differs from invariant_tilde_f by the S02 canonicalization residual
2864601_0.437,nonlinear,overall,0.8600702366286126,0.1399297633713874,invariant bottleneck + a_over_LT + a_over_Ln,equilibrium_files,isolates head nonlinearity; f differs from invariant_tilde_f by the S02 canonicalization residual
2864601_0.437,nonlinear,stable_or_near_floor,-10.559619312182717,11.559619312182715,invariant bottleneck + a_over_LT + a_over_Ln,equilibrium_files,isolates head nonlinearity; f differs from invariant_tilde_f by the S02 canonicalization residual
2864601_0.437,nonlinear,unstable,0.8437179250630659,0.15628207493693413,invariant bottleneck + a_over_LT + a_over_Ln,equilibrium_files,isolates head nonlinearity; f differs from invariant_tilde_f by the S02 canonicalization residual
2864601_0.371,linear,overall,0.8074670398101012,0.19253296018989885,invariant bottleneck + a_over_LT + a_over_Ln,equilibrium_files,isolates head nonlinearity; f differs from invariant_tilde_f by the S02 canonicalization residual
2864601_0.371,linear,stable_or_near_floor,-13.83545817088056,14.83545817088056,invariant bottleneck + a_over_LT + a_over_Ln,equilibrium_files,isolates head nonlinearity; f differs from invariant_tilde_f by the S02 canonicalization residual
2864601_0.371,linear,unstable,0.763732083589065,0.23626791641093503,invariant bottleneck + a_over_LT + a_over_Ln,equilibrium_files,isolates head nonlinearity; f differs from invariant_tilde_f by the S02 canonicalization residual
2864601_0.371,nonlinear,overall,0.8199091864818593,0.18009081351814077,invariant bottleneck + a_over_LT + a_over_Ln,equilibrium_files,isolates head nonlinearity; f differs from invariant_tilde_f by the S02 canonicalization residual
2864601_0.371,nonlinear,stable_or_near_floor,-12.623344315150938,13.623344315150938,invariant bottleneck + a_over_LT + a_over_Ln,equilibrium_files,isolates head nonlinearity; f differs from invariant_tilde_f by the S02 canonicalization residual
2864601_0.371,nonlinear,unstable,0.7772012160557904,0.22279878394420957,invariant bottleneck + a_over_LT + a_over_Ln,equilibrium_files,isolates head nonlinearity; f differs from invariant_tilde_f by the S02 canonicalization residual
2864601_0.409,linear,overall,0.7956100132469548,0.20438998675304523,invariant bottleneck + a_over_LT + a_over_Ln,equilibrium_files,isolates head nonlinearity; f differs from invariant_tilde_f by the S02 canonicalization residual
2864601_0.409,linear,stable_or_near_floor,-14.462053159364379,15.462053159364379,invariant bottleneck + a_over_LT + a_over_Ln,equilibrium_files,isolates head nonlinearity; f differs from invariant_tilde_f by the S02 canonicalization residual
2864601_0.409,linear,unstable,0.7493484013382998,0.2506515986617001,invariant bottleneck + a_over_LT + a_over_Ln,equilibrium_files,isolates head nonlinearity; f differs from invariant_tilde_f by the S02 canonicalization residual
2864601_0.409,nonlinear,overall,0.805673183362555,0.19432681663744492,invariant bottleneck + a_over_LT + a_over_Ln,equilibrium_files,isolates head nonlinearity; f differs from invariant_tilde_f by the S02 canonicalization residual
2864601_0.409,nonlinear,stable_or_near_floor,-13.905325061493313,14.905325061493313,invariant bottleneck + a_over_LT + a_over_Ln,equilibrium_files,isolates head nonlinearity; f differs from invariant_tilde_f by the S02 canonicalization residual
2864601_0.409,nonlinear,unstable,0.7631773295232349,0.23682267047676503,invariant bottleneck + a_over_LT + a_over_Ln,equilibrium_files,isolates head nonlinearity; f differs from invariant_tilde_f by the S02 canonicalization residual
